Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
KIA SONET,KIA,2021,"60,670 km",Petrol,Manual,"EMI ₹13,484/m*",₹7.64 lakh
KIA SELTOS,KIA,2021,"71,330 km",Petrol,Auto,"EMI ₹20,119/m*",₹11.75 lakh
Ford Ecosport,Ford,2014,"60,076 km",Diesel,Manual,"EMI ₹13,228/m*",₹2.81 lakh
Maruti Swift Dzire,Maruti,2013,"1,19,003 km",Diesel,Manual,"EMI ₹26,033/m*",₹2.93 lakh
Maruti Dzire,Maruti,2018,"46,303 km",Diesel,Manual,"EMI ₹9,091/m*",₹4.65 lakh
Mahindra XUV500,Mahindra,2018,"42,862 km",Diesel,Manual,"EMI ₹18,082/m*",₹9.50 lakh
Volkswagen Vento,Volkswagen,2012,"1,33,118 km",Petrol,Manual,"EMI ₹12,350/m*",₹1.39 lakh
Maruti A Star,Maruti,2011,"36,513 km",Petrol,Manual,"EMI ₹12,350/m*",₹0.99 lakh
Skoda Rapid,Skoda,2016,"1,21,214 km",Diesel,Manual,"EMI ₹7,742/m*",₹2.94 lakh
Hyundai GRAND I10 NIOS,Hyundai,2023,"3,655 km",Petrol,Manual,"EMI ₹12,251/m*",₹6.94 lakh
Hyundai Creta,Hyundai,2022,"40,048 km",Diesel,Manual,"EMI ₹22,746/m*",₹13.28 lakh
Hyundai Creta,Hyundai,2020,"84,338 km",Petrol,Manual,"EMI ₹14,468/m*",₹8.45 lakh
Tata Tiago,Tata,2024,"13,634 km",Petrol,Manual,"EMI ₹11,280/m*",₹6.39 lakh
Datsun Go Plus,Datsun,2015,"51,775 km",Petrol,Manual,"EMI ₹4,503/m*",₹1.71 lakh
Renault Kwid,Renault,2016,"49,405 km",Petrol,Manual,"EMI ₹3,248/m*",₹1.46 lakh
Maruti Alto 800,Maruti,2012,"28,705 km",Petrol,Manual,"EMI ₹13,772/m*",₹1.55 lakh
Hyundai i20 Active,Hyundai,2018,"70,581 km",Diesel,Manual,"EMI ₹6,647/m*",₹3.40 lakh
