Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Mahindra XUV500,Mahindra,2014,"1,48,387 km",Diesel,Manual,"EMI ₹16,805/m*",₹3.57 lakh
Audi A4,Audi,2011,"1,09,666 km",Diesel,Auto,"EMI ₹16,805/m*",₹5.42 lakh
Hyundai NEW I20,Hyundai,2024,"17,717 km",Petrol,Manual,"EMI ₹15,650/m*",₹9.14 lakh
Tata TIGOR,Tata,2022,"43,671 km",Petrol,Manual,"EMI ₹9,444/m*",₹5.35 lakh
Honda Amaze,Honda,2014,"1,11,029 km",Diesel,Manual,"EMI ₹9,321/m*",₹1.98 lakh
Hyundai AURA,Hyundai,2020,"56,486 km",Petrol,Manual,"EMI ₹7,732/m*",₹4.38 lakh
Hyundai Grand i10,Hyundai,2016,"80,330 km",Petrol,Manual,"EMI ₹5,517/m*",₹2.48 lakh
Maruti Swift,Maruti,2014,"1,32,311 km",Petrol,Manual,"EMI ₹7,639/m*",₹2.30 lakh
Tata PUNCH,Tata,2022,"95,690 km",Petrol,Manual,"EMI ₹8,703/m*",₹4.93 lakh
Hyundai Grand i10,Hyundai,2015,"1,33,232 km",Diesel,Manual,"EMI ₹8,038/m*",₹2.42 lakh
Chevrolet Beat,Chevrolet,2012,"69,538 km",Diesel,Manual,"EMI ₹8,038/m*",₹0.68 lakh
Hyundai i20,Hyundai,2013,"1,07,390 km",Diesel,Manual,"EMI ₹13,505/m*",₹1.52 lakh
Hyundai Xcent,Hyundai,2015,"1,74,677 km",Diesel,Manual,"EMI ₹5,979/m*",₹1.80 lakh
Tata PUNCH,Tata,2022,"63,153 km",Petrol,Manual,"EMI ₹8,879/m*",₹5.03 lakh
Hyundai i10,Hyundai,2011,"1,09,385 km",Petrol,Manual,"EMI ₹8,879/m*",₹1.28 lakh
Honda City,Honda,2014,"94,635 km",Diesel,Manual,"EMI ₹12,992/m*",₹2.76 lakh
Renault Duster,Renault,2013,"2,15,965 km",Diesel,Manual,"EMI ₹18,836/m*",₹2.12 lakh
Tata NEXON,Tata,2019,"1,91,441 km",Diesel,Manual,"EMI ₹7,763/m*",₹3.49 lakh
Maruti Wagon R 1.0,Maruti,2011,"1,18,833 km",Petrol,Manual,"EMI ₹7,763/m*",₹0.97 lakh
Honda City,Honda,2018,"50,353 km",Petrol,Manual,"EMI ₹7,961/m*",₹4.51 lakh
Skoda Fabia,Skoda,2011,"53,982 km",Petrol,Manual,"EMI ₹7,961/m*",₹1.19 lakh
Maruti Baleno,Maruti,2015,"78,112 km",Petrol,Manual,"EMI ₹11,218/m*",₹4.26 lakh
Tata NEXON,Tata,2019,"32,500 km",Petrol,Manual,"EMI ₹10,592/m*",₹6.00 lakh
Hyundai Eon,Hyundai,2017,"73,961 km",Petrol,Manual,"EMI ₹4,301/m*",₹2.20 lakh
