Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Maruti Baleno,Maruti,2018,47330,Petrol,Auto,9087,515000,8,Mumbai
Ford Ecosport,Ford,2019,76497,Diesel,Manual,11046,626000,7,Mumbai
Hyundai Creta,Hyundai,2015,96391,Petrol,Manual,12772,484999,11,Mumbai
Maruti Wagon R 1.0,Maruti,2013,65863,CNG,Manual,12772,200999,13,Mumbai
Hyundai Grand i10,Hyundai,2015,45488,Petrol,Auto,7894,300000,11,Mumbai
Honda Jazz,Honda,2017,53561,Petrol,Manual,6497,332000,9,Mumbai
Maruti Wagon R 1.0,Maruti,2016,45423,Petrol,Manual,5850,263000,10,Mumbai
Maruti Ciaz,Maruti,2018,88214,Diesel,Manual,11394,583000,8,Mumbai
Volkswagen Polo,Volkswagen,2017,69761,Petrol,Auto,8109,415000,9,Mumbai
Maruti Wagon R 1.0,Maruti,2014,50310,Petrol,Manual,6805,204999,12,Mumbai
Toyota Etios,Toyota,2014,31996,Petrol,Manual,8071,243000,12,Mumbai
Maruti Wagon R 1.0,Maruti,2013,44814,CNG,Manual,8071,202999,13,Mumbai
Jeep Compass,Jeep,2018,100566,Diesel,Manual,15255,686000,8,Mumbai
Landrover Range Rover Sport,Landrover,2022,12437,Diesel,Auto,238002,13899999,4,Mumbai
Hyundai i20,Hyundai,2013,98565,Petrol,Manual,9736,206999,13,Mumbai
Maruti Wagon R 1.0,Maruti,2015,23546,Petrol,Auto,6057,229999,11,Mumbai
Renault Kwid,Renault,2017,23001,Petrol,Auto,5336,273000,9,Mumbai
Maruti Wagon R 1.0,Maruti,2018,23822,Petrol,Auto,6143,348000,8,Mumbai
Toyota Corolla Altis,Toyota,2014,103843,Petrol,Manual,14436,434999,12,Mumbai
Honda Jazz,Honda,2016,49345,Petrol,Auto,8638,388000,10,Mumbai
Ford Ecosport,Ford,2016,45015,Petrol,Auto,9521,428000,10,Mumbai
Hyundai Grand i10,Hyundai,2015,41896,Petrol,Manual,8427,320000,11,Mumbai
MG HECTOR PLUS,MG,2023,21069,Petrol,Auto,31248,1825000,3,Mumbai
Volkswagen Vento,Volkswagen,2017,114563,Diesel,Auto,11138,501000,9,Mumbai
Hyundai Grand i10,Hyundai,2018,22725,Petrol,Auto,7282,413000,8,Mumbai
Hyundai Grand i10,Hyundai,2014,87472,Petrol,Manual,8450,254000,12,Mumbai
KIA SELTOS,KIA,2021,86969,Petrol,Auto,15561,909000,5,Mumbai
Honda City,Honda,2015,94742,Petrol,Manual,8844,336000,11,Mumbai
Honda Amaze,Honda,2013,98015,Petrol,Auto,10403,221000,13,Mumbai
MG ASTOR,MG,2022,25603,Petrol,Manual,14900,869999,4,Mumbai
Skoda Superb,Skoda,2016,48557,Petrol,Manual,15665,704000,10,Mumbai
Renault Duster,Renault,2012,99303,Diesel,Manual,15665,256999,14,Mumbai
Honda City,Honda,2015,94102,Petrol,Manual,9912,376000,11,Mumbai
Hyundai Grand i10,Hyundai,2014,76044,Petrol,Manual,8138,245000,12,Mumbai
Honda Jazz,Honda,2018,50520,Petrol,Auto,7417,420000,8,Mumbai
Tata NEXON,Tata,2018,45315,Petrol,Auto,9847,558000,8,Mumbai
Volkswagen Polo,Volkswagen,2013,83632,Petrol,Auto,17238,366000,13,Mumbai
Hyundai Creta,Hyundai,2016,73582,Petrol,Manual,12578,565000,10,Mumbai
Toyota Urban Cruiser Taisor,Toyota,2024,10865,Petrol,Auto,18526,1082000,2,Mumbai
Skoda Rapid,Skoda,2015,143074,Petrol,Manual,6522,248000,11,Mumbai
Hyundai GRAND I10 NIOS,Hyundai,2021,19605,Petrol,Auto,10105,572000,5,Mumbai
Honda WR-V,Honda,2017,140444,Diesel,Manual,10578,476000,9,Mumbai
Honda City,Honda,2015,46759,Petrol,Manual,11586,440000,11,Mumbai
Honda Amaze,Honda,2015,79018,Diesel,Manual,10333,311000,11,Mumbai
Maruti Ciaz,Maruti,2017,141965,Diesel,Manual,11225,505000,9,Mumbai
KIA SELTOS,KIA,2022,47335,Diesel,Auto,27824,1625000,4,Mumbai
MG HECTOR,MG,2019,69923,Diesel,Manual,15664,915000,7,Mumbai
Hyundai Grand i10,Hyundai,2015,90849,Petrol,Auto,8374,318000,11,Mumbai
MG HECTOR,MG,2020,39520,Petrol,Auto,17512,1023000,6,Mumbai
Tata NEXON,Tata,2018,94704,Petrol,Auto,8667,491000,8,Mumbai
Honda City,Honda,2017,42504,Petrol,Manual,9164,469000,9,Mumbai
MG HECTOR PLUS,MG,2021,62486,Petrol,Auto,19142,1118000,5,Mumbai
Maruti Ciaz,Maruti,2019,69792,Petrol,Auto,10751,609000,7,Mumbai
Skoda Superb,Skoda,2018,77473,Petrol,Auto,17602,1027999,8,Mumbai
Hyundai Grand i10,Hyundai,2015,65739,Petrol,Manual,7898,300000,11,Mumbai
Honda City,Honda,2019,110700,Petrol,Auto,14074,633000,7,Mumbai
Nissan Terrano,Nissan,2016,109757,Petrol,Manual,7065,318000,10,Mumbai
