Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Mahindra XUV500,Mahindra,2015,46300,Diesel,Manual,15744,474000,11,Nagpur
Tata Tiago,Tata,2023,63144,Petrol,Manual,8826,500000,3,Nagpur
Hyundai Verna,Hyundai,2015,120122,Diesel,Manual,14282,430000,11,Nagpur
Ford Ecosport,Ford,2014,117697,Diesel,Manual,16523,351000,12,Nagpur
Maruti XL6,Maruti,2022,23974,Petrol,Manual,16780,980000,4,Nagpur
Maruti Ciaz,Maruti,2019,49302,Petrol,Manual,10150,575000,7,Nagpur
Maruti Ciaz,Maruti,2017,81685,Petrol,Manual,9208,471000,9,Nagpur
Honda WR-V,Honda,2017,78277,Petrol,Manual,8602,440000,9,Nagpur
Mahindra Bolero,Mahindra,2020,125269,Diesel,Manual,17082,768000,6,Nagpur
Maruti Eeco,Maruti,2012,66913,Petrol,Manual,23101,260000,14,Nagpur
Mahindra XUV500,Mahindra,2012,125853,Diesel,Manual,23101,320000,14,Nagpur
Honda City,Honda,2014,138307,Petrol,Manual,11459,345000,12,Nagpur
Renault Duster,Renault,2015,112253,Diesel,Manual,10629,320000,11,Nagpur
Ford FREESTYLE,Ford,2019,113486,Petrol,Manual,9743,438000,7,Nagpur
Maruti Vitara Brezza,Maruti,2018,221254,Diesel,Manual,12234,550000,8,Nagpur
Mahindra Bolero,Mahindra,2012,61450,Diesel,Manual,12234,236000,14,Nagpur
Hyundai Grand i10,Hyundai,2016,64883,Petrol,Manual,7563,340000,10,Nagpur
Hyundai i10,Hyundai,2010,54031,Petrol,Manual,7563,140000,16,Nagpur
Hyundai Creta,Hyundai,2021,49430,Petrol,Manual,17979,1050000,5,Nagpur
Hyundai Creta,Hyundai,2019,90348,Diesel,Manual,16095,940000,7,Nagpur
Mahindra XUV500,Mahindra,2015,117122,Diesel,Manual,16009,482000,11,Nagpur
Hyundai Grand i10,Hyundai,2016,58406,Petrol,Manual,7652,344000,10,Nagpur
Maruti Ciaz,Maruti,2014,50312,Petrol,Manual,12788,385000,12,Nagpur
Hyundai Creta,Hyundai,2016,68990,Petrol,Manual,15571,700000,10,Nagpur
Mahindra TUV300,Mahindra,2016,143583,Diesel,Manual,12351,469000,10,Nagpur
Hyundai Grand i10,Hyundai,2015,22061,Petrol,Manual,9217,350000,11,Nagpur
Hyundai ALCAZAR,Hyundai,2021,37476,Diesel,Auto,26985,1576000,5,Nagpur
Maruti Grand Vitara,Maruti,2024,11654,Petrol,Manual,16266,950000,2,Nagpur
Maruti Ritz,Maruti,2011,82233,Petrol,Manual,16266,148000,15,Nagpur
Renault TRIBER,Renault,2022,41619,Petrol,Manual,9179,520000,4,Nagpur
Maruti Vitara Brezza,Maruti,2016,101464,Diesel,Manual,17170,652000,10,Nagpur
Fiat Linea,Fiat,2016,65850,Petrol,Manual,6384,287000,10,Nagpur
MG GLOSTER,MG,2022,65407,Diesel,Auto,64346,3758000,4,Nagpur
Mahindra Scorpio,Mahindra,2017,100000,Diesel,Manual,16505,742000,9,Nagpur
Honda Jazz,Honda,2010,107395,Petrol,Manual,16505,150000,16,Nagpur
Honda WR-V,Honda,2017,92456,Diesel,Manual,11901,535000,9,Nagpur
Hyundai Verna,Hyundai,2011,138073,Petrol,Manual,11901,250000,15,Nagpur
Tata NEXON,Tata,2021,62780,Petrol,Manual,13240,750000,5,Nagpur
Maruti Vitara Brezza,Maruti,2019,53238,Diesel,Manual,11421,647000,7,Nagpur
Maruti Wagon R 1.0,Maruti,2015,47056,Petrol,Manual,7610,289000,11,Nagpur
Hyundai Xcent,Hyundai,2016,133542,Diesel,Manual,7373,280000,10,Nagpur
Tata NEXON,Tata,2025,14243,Petrol,Manual,18835,1100000,1,Nagpur
Maruti Ertiga,Maruti,2014,110257,Diesel,Manual,26408,561000,12,Nagpur
Tata NEXON,Tata,2020,92511,Diesel,Manual,13593,770000,6,Nagpur
Renault Kwid,Renault,2022,45091,Petrol,Manual,7061,400000,4,Nagpur
Maruti Dzire,Maruti,2022,67637,Petrol,Manual,10592,600000,4,Nagpur
Hyundai New Elantra,Hyundai,2012,122923,Diesel,Manual,10592,318000,14,Nagpur
Maruti Baleno,Maruti,2018,118946,Petrol,Manual,9343,420000,8,Nagpur
KIA CARENS,KIA,2022,101820,Diesel,Manual,29352,1350000,4,Nagpur
Hyundai GRAND I10 NIOS,Hyundai,2023,31424,Petrol,Manual,11121,630000,3,Nagpur
Ford Ecosport,Ford,2019,32911,Petrol,Manual,10856,615000,7,Nagpur
Maruti Swift,Maruti,2014,45254,Petrol,Manual,11957,360000,12,Nagpur
Maruti S Cross,Maruti,2017,115927,Diesel,Manual,12835,577000,9,Nagpur
Mahindra Bolero,Mahindra,2012,71648,Diesel,Manual,12835,285000,14,Nagpur
Maruti Dzire,Maruti,2017,52662,Petrol,Manual,9726,497000,9,Nagpur
Tata NEXON,Tata,2022,84426,Petrol,Manual,14212,830000,4,Nagpur
Tata NEXON,Tata,2017,119138,Diesel,Manual,12234,550000,9,Nagpur
MG HECTOR,MG,2022,54888,Petrol,Auto,24725,1444000,4,Nagpur
Hyundai Creta,Hyundai,2017,82290,Petrol,Manual,14272,730000,9,Nagpur
Hyundai AURA,Hyundai,2020,30366,Petrol,Auto,11298,640000,6,Nagpur
Maruti Swift,Maruti,2015,48103,Petrol,Manual,10534,400000,11,Nagpur
Ford Ecosport,Ford,2014,180696,Diesel,Manual,17653,375000,12,Nagpur
Honda City,Honda,2014,120397,Diesel,Manual,17558,373000,12,Nagpur
Hyundai Elite i20,Hyundai,2018,49728,Petrol,Manual,9268,525000,8,Nagpur
Skoda Rapid,Skoda,2014,113839,Diesel,Manual,14828,315000,12,Nagpur
Renault TRIBER,Renault,2023,30316,Petrol,Manual,13204,748000,3,Nagpur
Hyundai Elite i20,Hyundai,2017,65694,Petrol,Manual,8113,415000,9,Nagpur
Hyundai Creta,Hyundai,2017,65593,Petrol,Manual,12805,655000,9,Nagpur
Hyundai Grand i10,Hyundai,2017,150000,Petrol,Manual,7719,347000,9,Nagpur
Renault Duster,Renault,2013,140922,Diesel,Manual,21146,238000,13,Nagpur
Maruti Ciaz,Maruti,2018,60500,Petrol,Manual,9056,513000,8,Nagpur
Hyundai Creta,Hyundai,2022,46774,Diesel,Manual,16266,950000,4,Nagpur
Maruti Celerio X,Maruti,2019,32221,Petrol,Auto,8050,455999,7,Nagpur
